,Agent,Application ID,Burn Priority,Burn Request ID,Est. Permit Tonnage,Forest Health Exempt,Harvest Acres,Ignition Date,Ignition Period,In UGA,Landowner,Multi Day Burn,Permit Number,Post-Burn,Proposed Burn Area,Request Date,Smoke Dispersed,Total Proposed Burn,Unit Name,Lat,Lon,Request Year,Request Month,Burn Decision,Decision Date,Region
723,NORTHWEST MANAGEMENT NORTHWEST MANAGEMENT,4181,,4098,30.0,,10.0,2015-10-30 09:30:00,5.0,,"NEUROTH, DANIEL NEUROTH, DANIEL",,NE20150259,,10.0,2015-11-12 00:00:00,,30.0,,48.01098, -117.447701,2015,11,Approved,2015-11-12 00:00:00,NE
724,,4180,,4097,30.0,,10.0,2015-10-30 09:30:00,5.0,,"GOODHUE, FREDERICK GOODHUE, FREDERICK",,NE20150258,,10.0,2015-11-12 00:00:00,,30.0,,48.009811, -117.208413,2015,11,Approved,2015-11-12 00:00:00,NE
725,,4179,,4096,30.0,,5.0,2015-10-30 09:30:00,5.0,,"PURDY, ROBERT PURDY, ROBERT",,NE20150257,,5.0,2015-11-12 00:00:00,,30.0,,47.867662, -117.336377,2015,11,Approved,2015-11-12 00:00:00,NE
726,,4178,,4095,30.0,,10.0,2015-10-30 09:30:00,5.0,,"WOODARD, RANDY WOODARD, RANDY",,NE20150256,,10.0,2015-11-12 00:00:00,,30.0,,47.981428, -117.36043,2015,11,Approved,2015-11-12 00:00:00,NE
727,,4177,,4040,28.0,,40.0,2015-10-30 09:30:00,5.0,,Nickolas Pease,,NE20150255,,40.0,2015-11-12 00:00:00,,28.0,,48.288198, -117.338185,2015,11,Approved,2015-11-12 00:00:00,NE
728,"DON STRAGIS, TIMBERLAND MANA",4176,,4039,86.0,,276.0,2015-10-30 09:30:00,5.0,,RAINBOW SPRINGS MANAGEMENT RAINBOW SPRINGS MANAGEMENT,,NE20150253,,276.0,2015-11-12 00:00:00,,86.0,,48.070424, -117.662516,2015,11,Approved,2015-11-12 00:00:00,NE
729,,4175,,4038,30.0,,10.0,2015-10-30 09:30:00,5.0,,Eric Allen,,NE20150251,,10.0,2015-11-12 00:00:00,,30.0,,47.603857, -117.292518,2015,11,Approved,2015-11-12 00:00:00,NE
730,Manny Herrer,4173,,4036,30.0,,5.0,2015-10-30 09:30:00,5.0,,Hans Blo,,NE20150248,,5.0,2015-11-12 00:00:00,,30.0,,48.128129, -117.07812,2015,11,Approved,2015-11-12 00:00:00,NE
731,,4172,,4035,30.0,,10.0,2015-10-30 09:30:00,5.0,,"KIEFER, ROBERT KIEFER, ROBERT",,NE20150247,,10.0,2015-11-12 00:00:00,,30.0,,47.966959, -117.360328,2015,11,Approved,2015-11-12 00:00:00,NE
732,NORHTWEST MANAGEMENT,4171,,4034,44.0,,100.0,2015-10-30 09:30:00,5.0,,Pend Oreille County Pend Oreille County,,NE20150241,,100.0,2015-11-12 00:00:00,,44.0,,48.100637, -118.921267,2015,11,Approved,2015-11-12 00:00:00,NE
733,NORHTWEST MANAGEMENT,4170,,4033,30.0,,10.0,2015-10-30 09:30:00,5.0,,"WILLIS, DAVID WILLIS, DAVID",,NE20150245,,10.0,2015-11-12 00:00:00,,30.0,,47.966917, -117.403851,2015,11,Approved,2015-11-12 00:00:00,NE
734,NORHTWEST MANAGEMENT,4169,,4032,30.0,,5.0,2015-10-30 09:30:00,5.0,,"MEREDITH, RON MEREDITH, RON",,NE20150244,,5.0,2015-11-12 00:00:00,,30.0,,47.966917, -117.403851,2015,11,Approved,2015-11-12 00:00:00,NE
735,NORHTWEST MANAGEMENT,4168,,4031,30.0,,5.0,2015-10-30 09:30:00,5.0,,"VEILLETTE, DONALD VEILLETTE, DONALD",,NE20150243,,5.0,2015-11-12 00:00:00,,30.0,,47.966917, -117.403851,2015,11,Approved,2015-11-12 00:00:00,NE
736,NORTHWEST MANAGEMENT NORTHWEST MANAGEMENT,4165,,4028,77.0,,34.0,2015-10-30 09:30:00,5.0,,YAKELY FAMILY TRUST YAKELY FAMILY TRUST,,NE20150237,,34.0,2015-11-12 00:00:00,,77.0,,47.794775, -117.25073,2015,11,Approved,2015-11-12 00:00:00,NE
737,NORTHWEST MANAGEMENT NORTHWEST MANAGEMENT,4164,,4027,85.0,,36.0,2015-10-30 09:30:00,5.0,,VAN LEUVEN FARMS VAN LEUVEN FARMS,,NE20150236,,36.0,2015-11-12 00:00:00,,85.0,,47.794757, -117.314713,2015,11,Approved,2015-11-12 00:00:00,NE
738,NORTHWEST MANAGEMENT NORTHWEST MANAGEMENT,4163,,4026,23.0,,12.0,2015-10-30 09:30:00,5.0,,"SCOTT, DENNIS SCOTT, DENNIS",,NE20150235,,12.0,2015-11-12 00:00:00,,23.0,,47.808729, -117.057827,2015,11,Approved,2015-11-12 00:00:00,NE
739,NORTHWEST MANAGEMENT NORTHWEST MANAGEMENT,4162,,4025,30.0,,12.0,2015-10-30 09:30:00,5.0,,"GEST, WILLIAM GEST, WILLIAM",,NE20150232,,12.0,2015-11-12 00:00:00,,30.0,,47.867533, -117.4005,2015,11,Approved,2015-11-12 00:00:00,NE
740,NORTHWEST MANAGEMENT NORTHWEST MANAGEMENT,4161,,4024,75.0,,13.0,2015-10-30 09:30:00,5.0,,"ALBERTS, THOMAS ALBERTS, THOMAS",,NE20150229,,13.0,2015-11-12 00:00:00,,75.0,,47.910002, -117.552082,2015,11,Approved,2015-11-12 00:00:00,NE
741,NORTHWEST MANAGEMENT NORTHWEST MANAGEMENT,4160,,4023,30.0,,6.0,2015-10-30 09:30:00,5.0,,"CABE, BARBARA CABE, BARBARA",,NE20150228,,6.0,2015-11-12 00:00:00,,30.0,,48.024876, -117.339018,2015,11,Approved,2015-11-12 00:00:00,NE
742,TIM BOWERS,2901,,3589,30.0,,10.0,2015-10-30 09:30:00,5.0,,RICHARD RICE RICHARD RICE,,PC20150428,,10.0,2015-11-04 00:00:00,,30.0,RICE-BOWERS,46.380271, -123.062555,2015,11,Approved,2015-11-04 00:00:00,PC
743,Mark Drain,2862,,3512,64.0,,17.0,2015-10-30 09:30:00,5.0,,MCDONALD LAND COMPANY MCDONALD LAND COMPANY,,SP20150118,,17.0,2015-11-02 00:00:00,,64.0,LYNCH ROAD,47.177926, -122.981393,2015,11,Approved,2015-11-02 00:00:00,SP
744,Daisuke Sakuma,2857,,3463,454.0,,37.0,2015-10-30 09:00:00,90.0,,Sierra Pacific Sierra Pacific,,NW20153064,,2.0,2015-10-30 00:00:00,,299.0,BURLY FIND,48.64, -122.151,2015,10,,,NW
745,Daisuke Sakuma,2855,,3464,971.0,,30.0,2015-10-30 09:00:00,90.0,,Sierra Pacific Sierra Pacific,,NW20153061,,2.0,2015-10-30 00:00:00,,275.0,CHALLENGER FLATS,48.557, -121.793,2015,10,,,NW
746,"W. L HABERSETZER, VESTA CREEK",2788,,3501,30.0,,5.0,2015-10-30 09:30:00,5.0,,NOVA HABERSETZER NOVA HABERSETZER,,PC20150436,,5.0,2015-11-02 00:00:00,,30.0,VESTA CREEK LUMBER UNIT,46.801264, -123.535889,2015,11,Approved,2015-11-02 00:00:00,PC
747,Byron Hinners,2784,,3500,40.0,,15.0,2015-10-30 09:30:00,5.0,,CARTER INVESTMENTS CARTER INVESTMENTS,,PC20150433,,15.0,2015-11-02 00:00:00,,40.0,CARTER,45.94575, -122.379738,2015,11,Approved,2015-11-02 00:00:00,PC
748,TIM HART,2634,,3465,30.0,,10.0,2015-10-30 09:30:00,5.0,,BAKKE RAY BAKKE RAY,,NW20150085,,10.0,2015-11-02 00:00:00,,30.0,,48.696548, -122.192619,2015,11,Approved,2015-11-02 00:00:00,NW
749,,2609,1.0,3451,4500.0,,200.0,2015-10-30 10:00:00,180.0,,Little Pend Oreille Nwr Little Pend Oreille Nwr,,40000000983,,50.0,2015-10-30 00:00:00,,100.0,PIERCE/PAULKE GRAPPLE PILES,48.4394, -117.6616,2015,10,Approved,2015-10-30 00:00:00,FED
750,Byron Hinners,2492,,3428,30.0,,5.0,2015-10-30 09:30:00,5.0,,SAMAI KUOPPALA SAMAI KUOPPALA,,PC20150432,,5.0,2015-11-02 00:00:00,,30.0,KUOPPALA BURN,45.844882, -122.610312,2015,11,Approved,2015-11-02 00:00:00,PC
751,,2487,1.0,3435,5298.0,,100.0,2015-10-30 10:00:00,120.0,,Thomas Hall,,40000000996,,17.0,2015-10-30 00:00:00,,50.0,BEAR MOUNTAIN PILES 2015,47.83228, -120.162754,2015,10,,,FED
752,Ryan Lindsay,2476,,3985,162.0,,68.0,2015-10-30 09:00:00,90.0,,Bloedel Timberlands Bloedel Timberlands,,NW20153070,,2.0,2015-10-30 00:00:00,,70.0,HAMILTON 14,48.638107, -122.047108,2015,10,,,NW
753,,2454,3.0,3452,1200.0,,20.0,2015-10-30 12:00:00,180.0,,Cle Elum Cle Elum,,40000001002,,20.0,2015-10-30 00:00:00,,100.0,COOPER CHICK,47.42956, -121.2078,2015,10,Approved,2015-10-30 00:00:00,FED
754,,2405,2.0,3436,1340.0,,5.0,2015-10-30 13:00:00,60.0,,Thomas Hall,,40000001007,,5.0,2015-10-30 00:00:00,,49.0,BEAR MOUNTAIN MACHINE PILES,47.833271, -120.165176,2015,10,,,FED
755,JUSTIN KNOBEL,2386,,2949,865.0,,111.0,2015-10-30 14:00:00,180.0,,PACIFIC WEST TIMBER C/O THE CAMPBELL GROUP PACIFIC WEST TIMBER C/O THE CAMPBELL GROUP,,OL20150161,,111.0,2015-10-29 13:24:26,,865.0,7401 END,48.243515, -124.529689,2015,10,Approved,2015-10-30 00:00:00,OL
756,NORTHWEST MANAGEMENT NORTHWEST MANAGEMENT,4167,,4030,35.0,,25.0,2015-10-29 09:30:00,5.0,,"BURDINE, DEANNE BURDINE, DEANNE",,NE20150240,,25.0,2015-11-12 00:00:00,,35.0,,47.737537, -118.04462,2015,11,Approved,2015-11-12 00:00:00,NE
757,NORTHWEST MANAGEMENT NORTHWEST MANAGEMENT,4166,,4029,72.0,,23.0,2015-10-29 09:30:00,5.0,,"REINBOLD, GLEN REINBOLD, GLEN",,NE20150238,,23.0,2015-11-12 00:00:00,,72.0,,47.824631, -118.237674,2015,11,Approved,2015-11-12 00:00:00,NE
758,NORTHWEST MANAGEMENT NORTHWEST MANAGEMENT,4159,,4022,30.0,,10.0,2015-10-29 09:30:00,5.0,,"DUMONT, RANDY DUMONT, RANDY",,NE20150227,,10.0,2015-11-12 00:00:00,,30.0,,48.053096, -117.208258,2015,11,Approved,2015-11-12 00:00:00,NE
759,Nelson Campbell,3753,,3894,12.0,,7.0,2015-10-29 09:30:00,5.0,,"BLAND, MARGE BLAND, MARGE",,NE20150223,,7.0,2015-11-10 00:00:00,,12.0,,48.053505, -117.27358,2015,11,Approved,2015-11-10 00:00:00,NE
760,Daisuke Sakuma,2852,,3472,116.0,,13.0,2015-10-29 09:00:00,90.0,,Sierra Pacific Sierra Pacific,,NW20153058,,2.0,2015-10-29 00:00:00,,116.0,AIR CANADA,48.959, -122.043,2015,10,,,NW
761,Daisuke Sakuma,2851,,3415,779.0,,113.0,2015-10-29 09:00:00,90.0,,Sierra Pacific Sierra Pacific,,NW20153057,,5.0,2015-10-28 00:00:00,,779.0,LITTLE BALDY,48.949, -121.969,2015,10,Approved,2015-10-29 00:00:00,NW
762,,2613,1.0,3416,19.0,,10.0,2015-10-29 11:00:00,180.0,,Wenatchee River Wenatchee River,,40000000987,,25.0,2015-10-29 00:00:00,,14.0,CHIWAWA HANDPILES,47.8726, -120.7165,2015,10,Approved,2015-10-29 00:00:00,FED
763,,2612,1.0,2935,4872.0,,101.0,2015-10-29 10:30:00,120.0,,Entiat Fuels,,40000000986,,100.0,2015-10-29 00:00:00,,299.0,NORTH FORK POTATO PILES 2015,47.81, -120.362,2015,10,Approved,2015-10-29 00:00:00,FED
764,,2609,1.0,2932,4500.0,,200.0,2015-10-29 09:00:00,300.0,,Little Pend Oreille Nwr Little Pend Oreille Nwr,,40000000983,,200.0,2015-10-29 00:00:00,,400.0,PIERCE/PAULKE GRAPPLE PILES,48.4394, -117.6616,2015,10,Approved,2015-10-29 00:00:00,FED
765,,2487,2.0,3417,5298.0,,100.0,2015-10-29 10:00:00,240.0,,Thomas Hall,,40000000996,,100.0,2015-10-29 00:00:00,,290.0,BEAR MOUNTAIN PILES 2015,47.83228, -120.162754,2015,10,Denied,2015-10-29 00:00:00,FED
766,,2486,4.0,2960,2355.0,,28.0,2015-10-29 10:00:00,200.0,,Cle Elum Cle Elum,,40000000995,,28.0,2015-10-29 00:00:00,,84.0,WILLOW GULCH 4,47.03905, -120.90064,2015,10,,,FED
767,Ryan Lindsay,2476,,3473,162.0,,68.0,2015-10-29 09:00:00,90.0,,Bloedel Timberlands Bloedel Timberlands,,NW20153070,,2.0,2015-10-29 00:00:00,,80.0,HAMILTON 14,48.638107, -122.047108,2015,10,,,NW
768,,2455,1.0,3454,551.0,,52.0,2015-10-29 13:00:00,120.0,,Entiat Fuels,,40000001003,,52.0,2015-10-29 00:00:00,,275.0,WEST ROARING PILES 2015,47.692, -120.464,2015,10,,,FED
769,,2453,1.0,2961,2000.0,,30.0,2015-10-29 11:00:00,180.0,,Entiat Fuels,,40000001001,,30.0,2015-10-29 00:00:00,,285.0,ENTIAT RIDGE REHAB 2015,47.781, -120.548,2015,10,,,FED
770,JUSTIN KNOBEL,2448,,3401,886.0,,120.0,2015-10-29 08:00:00,240.0,,PACIFIC WEST TIMBER C/O THE CAMPBELL GROUP PACIFIC WEST TIMBER C/O THE CAMPBELL GROUP,,OL20150158,,120.0,2015-10-28 12:50:20,,886.0,9600 CROSSOVER,48.18943, -124.548919,2015,10,Approved,2015-10-29 00:00:00,OL
771,JUSTIN KNOBEL,2447,,3402,296.0,,46.0,2015-10-29 12:00:00,120.0,,PACIFIC WEST TIMBER C/O THE CAMPBELL GROUP PACIFIC WEST TIMBER C/O THE CAMPBELL GROUP,,OL20150156,,46.0,2015-10-28 12:51:23,,582.0,650 FINAL,48.16042, -124.506667,2015,10,Approved,2015-10-29 00:00:00,OL
772,JUSTIN KNOBEL,2446,,3403,150.0,,49.0,2015-10-29 14:00:00,120.0,,PACIFIC WEST TIMBER C/O THE CAMPBELL GROUP PACIFIC WEST TIMBER C/O THE CAMPBELL GROUP,,OL20150155,,49.0,2015-10-28 12:52:23,,150.0,5000 B SADDLE,48.21541, -124.439888,2015,10,Approved,2015-10-29 00:00:00,OL
773,,2396,,3427,73.0,,25.0,2015-10-29 09:30:00,5.0,,DOUGLAS J. MATTHEWS DOUGLAS J. MATTHEWS,,OL20150173,,25.0,2015-10-30 00:00:00,,73.0,,47.101882, -123.765628,2015,10,Approved,2015-10-30 00:00:00,OL
774,,2395,3.0,2931,798.0,,266.0,2015-10-29 10:00:00,300.0,,Tonasket Tonasket,,40000001000,,266.0,2015-10-29 00:00:00,,399.0,BANNON HANDPILES,48.6351, -119.2293,2015,10,Approved,2015-10-29 00:00:00,FED
775,,2364,1.0,3419,2.0,,2.0,2015-10-29 10:00:00,120.0,,Cowlitz Valley Cowlitz Valley,,40000000998,,2.0,2015-10-29 00:00:00,,1.0,LA WIS WIS,46.678, -121.582,2015,10,Approved,2015-10-29 00:00:00,FED
776,,2363,3.0,3456,78.0,,40.0,2015-10-29 12:00:00,180.0,,Wenatchee River Wenatchee River,,40000000997,,40.0,2015-10-29 00:00:00,,40.0,NATAPOC HANDPILES,47.7759, -120.6943,2015,10,Approved,2015-10-29 00:00:00,FED
777,Andy Aschenbrenner,2362,,3397,644.0,,125.0,2015-10-29 09:00:00,420.0,,GRAYS HARBOR FORESTRY GRAYS HARBOR FORESTRY,,PC20150189,,125.0,2015-10-28 08:25:07,,644.0,ARCHER CREEK #2,46.829181, -123.904215,2015,10,Approved,2015-10-29 00:00:00,PC
778,,3018,,3907,1.0,,10.0,2015-10-28 09:30:00,5.0,,"MATTIGNLY, HARRY MATTIGNLY, HARRY",,NE20150181,,10.0,2015-11-30 00:00:00,,1.0,,48.474141, -117.987392,2015,11,Approved,2015-11-30 00:00:00,NE
779,Daisuke Sakuma,2855,,2939,971.0,,30.0,2015-10-28 09:00:00,90.0,,Sierra Pacific Sierra Pacific,,NW20153061,,2.0,2015-10-28 00:00:00,,150.0,CHALLENGER FLATS,48.557, -121.793,2015,10,,,NW
780,Daisuke Sakuma,2853,,3980,125.0,,9.0,2015-10-28 09:00:00,90.0,,Sierra Pacific Sierra Pacific,,NW20153059,,2.0,2015-10-28 00:00:00,,120.0,TAG ALONG 14,48.638, -122.042,2015,10,,,NW
781,Daisuke Sakuma,2850,,3270,925.0,,72.0,2015-10-28 08:00:00,90.0,,Sierra Pacific Sierra Pacific,,NW20153056,,2.0,2015-10-27 00:00:00,,626.0,SENTINEL,48.583, -121.882,2015,10,Approved,2015-10-28 00:00:00,NW
782,Daisuke Sakuma,2849,,3271,243.0,,50.0,2015-10-28 08:00:00,90.0,,Sierra Pacific Sierra Pacific,,NW20153055,,2.0,2015-10-27 00:00:00,,243.0,FIRST INNING,48.591, -121.997,2015,10,Approved,2015-10-28 00:00:00,NW
783,JUSTIN KNOBEL,2643,,2957,13.0,,7.0,2015-10-28 09:30:00,5.0,,PACIFIC WEST TIMBER C/O THE CAMPBELL GROUP PACIFIC WEST TIMBER C/O THE CAMPBELL GROUP,,OL20150171,,7.0,2015-10-29 00:00:00,,13.0,5802 TRIANGLE,48.174, -124.402836,2015,10,Approved,2015-10-29 00:00:00,OL
784,JUSTIN KNOBEL,2640,,2956,62.0,,91.0,2015-10-28 09:30:00,5.0,,PACIFIC WEST TIMBER C/O THE CAMPBELL GROUP PACIFIC WEST TIMBER C/O THE CAMPBELL GROUP,,OL20150168,,91.0,2015-10-29 00:00:00,,62.0,625 PIECES,48.29713, -124.40938,2015,10,Approved,2015-10-29 00:00:00,OL
785,Dennis Muller,2616,,3190,138.0,,81.0,2015-10-28 08:00:00,90.0,,PORT BLAKELY TREE FARMS L.P. Port Blakeley Tree Farm,,PC20140422,,60.0,2015-10-27 10:52:07,,138.0,GONE FISHIN,46.467141, -123.02145,2015,10,Approved,2015-10-28 00:00:00,PC
786,,2613,1.0,3341,19.0,,10.0,2015-10-28 11:00:00,180.0,,Wenatchee River Wenatchee River,,40000000987,,10.0,2015-10-28 00:00:00,,5.0,CHIWAWA HANDPILES,47.8726, -120.7165,2015,10,Approved,2015-10-28 00:00:00,FED
787,,2612,2.0,3418,4872.0,,101.0,2015-10-28 10:00:00,240.0,,Entiat Fuels,,40000000986,,60.0,2015-10-28 00:00:00,,299.0,NORTH FORK POTATO PILES 2015,47.81, -120.362,2015,10,,,FED
788,,2611,2.0,3343,185.0,,42.0,2015-10-28 10:00:00,300.0,,Tonasket Tonasket,,40000000985,,16.0,2015-10-28 00:00:00,,165.0,FROSTED LANDING/EXC/HAND,48.37, -118.5545,2015,10,Approved,2015-10-28 00:00:00,FED
789,,2609,1.0,3369,4500.0,,200.0,2015-10-28 09:30:00,300.0,,Little Pend Oreille Nwr Little Pend Oreille Nwr,,40000000983,,200.0,2015-10-28 00:00:00,,400.0,PIERCE/PAULKE GRAPPLE PILES,48.4394, -117.6616,2015,10,Approved,2015-10-28 00:00:00,FED
790,,2487,1.0,3393,5298.0,,100.0,2015-10-28 10:00:00,240.0,,Thomas Hall,,40000000996,,100.0,2015-10-28 00:00:00,,290.0,BEAR MOUNTAIN PILES 2015,47.83228, -120.162754,2015,10,Denied,2015-10-28 00:00:00,FED
791,,2486,4.0,3342,2355.0,,28.0,2015-10-28 12:00:00,120.0,,Cle Elum Cle Elum,,40000000995,,28.0,2015-10-28 00:00:00,,84.0,WILLOW GULCH 4,47.03905, -120.90064,2015,10,Approved,2015-10-28 00:00:00,FED
792,,2485,4.0,3340,166.0,,32.0,2015-10-28 12:00:00,120.0,,Cle Elum Cle Elum,,40000000994,,32.0,2015-10-28 00:00:00,,96.0,TAMARACK HANDPILES,47.0882, -120.9027,2015,10,Approved,2015-10-28 00:00:00,FED
793,,2484,3.0,3445,16.0,,4.0,2015-10-28 09:30:00,60.0,,Cle Elum Cle Elum,,40000000993,,4.0,2015-10-28 00:00:00,,8.0,GOOSEBERRY HANDPILES,47.0987, -120.9228,2015,10,Approved,2015-10-28 00:00:00,FED
794,,2483,2.0,3339,301.0,,73.0,2015-10-28 09:30:00,300.0,,Cle Elum Cle Elum,,40000000992,,73.0,2015-10-28 00:00:00,,146.0,GRAND GOOSE HANDPILES,47.1083, -120.9055,2015,10,Approved,2015-10-28 00:00:00,FED
795,,2482,3.0,3338,3.0,,,2015-10-28 10:00:00,300.0,,Skykomish Skykomish,,40000000991,,,2015-10-28 00:00:00,,3.0,4TH OF JULY 26,47.80084, -121.29667,2015,10,Approved,2015-10-28 00:00:00,FED
796,,2481,2.0,3337,4.0,,,2015-10-28 10:00:00,300.0,,Skykomish Skykomish,,40000000990,,,2015-10-28 00:00:00,,4.0,4TH OF JULY UNIT 23A,47.80389, -121.2941,2015,10,Approved,2015-10-28 00:00:00,FED
797,,2479,4.0,3336,7.0,,,2015-10-28 10:00:00,1500.0,,Skykomish Skykomish,,40000000988,,,2015-10-28 00:00:00,,6.0,4TH OF JULY 252,47.80125, -121.30083,2015,10,Approved,2015-10-28 00:00:00,FED
798,,2452,,3398,30.0,,4.0,2015-10-28 09:30:00,5.0,,RICHARD AMD MICHAEL LYNCH RICHARD AMD MICHAEL LYNCH,,PC20150425,,4.0,2015-10-28 00:00:00,,30.0,LYNCH BROS,45.945959, -122.462231,2015,10,Approved,2015-10-28 00:00:00,PC
799,JUSTIN KNOBEL,2445,,3328,771.0,,50.0,2015-10-28 08:00:00,180.0,,PACIFIC WEST TIMBER C/O THE CAMPBELL GROUP PACIFIC WEST TIMBER C/O THE CAMPBELL GROUP,,OL20150154,,50.0,2015-10-27 12:55:04,,771.0,CLEARWATER 160,47.78722, -124.194091,2015,10,Approved,2015-10-28 00:00:00,OL
800,,2365,2.0,3420,117.0,,2.0,2015-10-28 11:00:00,60.0,,MVRD Fuels,,40000000999,,2.0,2015-10-28 00:00:00,,39.0,FLATMOON FIREWOOD PILE,48.673, -120.247,2015,10,,,FED
801,John Bottelli,3740,,3827,30.0,,10.0,2015-10-27 09:30:00,5.0,,Spokane County Parks Spokane County Parks,,NE20150202,,10.0,2015-11-10 00:00:00,,30.0,,47.925316, -117.358355,2015,11,Approved,2015-11-10 00:00:00,NE
802,John Bottelli,3739,,3826,30.0,,10.0,2015-10-27 09:30:00,5.0,,Spokane County Parks Spokane County Parks,,NE20150201,,10.0,2015-11-10 00:00:00,,30.0,,47.634732, -117.057227,2015,11,Approved,2015-11-10 00:00:00,NE
803,,3736,,3823,64.0,,50.0,2015-10-27 09:30:00,5.0,,Mark Morris,,NE20150197,,50.0,2015-11-10 00:00:00,,64.0,,48.488747, -119.294126,2015,11,Approved,2015-11-10 00:00:00,NE
804,,3621,,3961,5.0,,8.0,2015-10-27 09:30:00,5.0,,TYLER SPEARS TYLER SPEARS,,SE20150418,,8.0,2015-11-13 00:00:00,,5.0,SPEARS,46.02292, -121.250155,2015,11,Approved,2015-11-13 00:00:00,SE
805,,2909,,3595,30.0,,5.0,2015-10-27 09:30:00,5.0,,RICHARD GRANBENKORT RICHARD GRANBENKORT,,PC20150426,,5.0,2015-11-04 00:00:00,,30.0,GRABENKORT,45.687035, -122.362748,2015,11,Approved,2015-11-04 00:00:00,PC
806,ALBERT DURKEE,2874,,3506,24.0,,1.0,2015-10-27 09:30:00,5.0,,WA DEPT NATURAL RESOURCES WA DEPT NATURAL RESOURCES,,SE20150452,,1.0,2015-11-02 00:00:00,,24.0,K6040,46.124791, -121.354658,2015,11,Approved,2015-11-02 00:00:00,SE
807,ALBERT DURKEE,2873,,3505,22.0,,26.0,2015-10-27 09:30:00,5.0,,WA DEPT NATURAL RESOURCES WA DEPT NATURAL RESOURCES,,SE20150453,,26.0,2015-11-02 00:00:00,,22.0,SABRE RATTLE,45.876782, -121.394723,2015,11,Approved,2015-11-02 00:00:00,SE
808,ALBERT DURKEE,2872,,3504,44.0,,85.0,2015-10-27 09:30:00,5.0,,WA DEPT NATURAL RESOURCES WA DEPT NATURAL RESOURCES,,SE20150455,,85.0,2015-11-02 00:00:00,,44.0,APPLE MILL,45.819149, -121.311656,2015,11,Approved,2015-11-02 00:00:00,SE
809,Aric Lemmon,2748,,3476,78.0,,38.0,2015-10-27 09:30:00,5.0,,Stevenson Land Company Stevenson Land Company,,SE20150440,,38.0,2015-11-01 00:00:00,,78.0,PHANTOM,45.789934, -121.270637,2015,11,Approved,2015-11-01 00:00:00,SE
810,Aric Lemmon,2747,,3475,26.0,,48.0,2015-10-27 09:30:00,5.0,,Stevenson Land Company Stevenson Land Company,,SE20150441,,48.0,2015-11-01 00:00:00,,26.0,JEWETT,45.746212, -121.455966,2015,11,Approved,2015-11-01 00:00:00,SE
811,Jammer Free,2628,,3323,34.0,,40.0,2015-10-27 09:30:00,5.0,,1 WEYERHAEUSER CASTLE ROCK,,PC20150396,,40.0,2015-10-27 00:00:00,,34.0,8220 LANDINGS,45.946063, -122.33869,2015,10,Approved,2015-10-27 00:00:00,PC
812,Jammer Free,2627,,3322,38.0,,79.0,2015-10-27 09:30:00,5.0,,1 WEYERHAEUSER CASTLE ROCK,,PC20150392,,79.0,2015-10-27 00:00:00,,38.0,IP MAINLINE,45.946063, -122.33869,2015,10,Approved,2015-10-27 00:00:00,PC
813,,2612,1.0,3179,4872.0,,101.0,2015-10-27 11:30:00,180.0,,Entiat Fuels,,40000000986,,101.0,2015-10-27 00:00:00,,488.0,NORTH FORK POTATO PILES 2015,47.81, -120.362,2015,10,Approved,2015-10-27 00:00:00,FED
814,,2611,1.0,3178,185.0,,42.0,2015-10-27 10:00:00,240.0,,Tonasket Tonasket,,40000000985,,42.0,2015-10-27 00:00:00,,185.0,FROSTED LANDING/EXC/HAND,48.37, -118.5545,2015,10,Approved,2015-10-27 00:00:00,FED
815,,2609,2.0,3175,4500.0,,200.0,2015-10-27 09:00:00,300.0,,Little Pend Oreille Nwr Little Pend Oreille Nwr,,40000000983,,200.0,2015-10-27 00:00:00,,400.0,PIERCE/PAULKE GRAPPLE PILES,48.4394, -117.6616,2015,10,Approved,2015-10-27 00:00:00,FED
816,Daisuke Sakuma,2456,,3458,94.0,,3.0,2015-10-27 09:30:00,5.0,,Sierra Pacific Sierra Pacific,,NW20150080,,3.0,2015-10-30 00:00:00,,94.0,SEED ORCHARD,48.2, -122.63,2015,10,Approved,2015-10-30 00:00:00,NW
817,KREPS RANCH LLC,2451,,3334,94.0,,41.0,2015-10-27 09:30:00,5.0,,CHERYL WILLIAMSON CHERYL WILLIAMSON,,SE20150451,,41.0,2015-10-27 00:00:00,,94.0,WILLIAMSON,45.774999, -121.476507,2015,10,Approved,2015-10-27 00:00:00,SE
818,Kris Kreps,2450,,3333,45.0,,35.0,2015-10-27 09:30:00,5.0,,Kreps Ranch Llc Kreps Ranch Llc,,SE20150450,,35.0,2015-10-27 00:00:00,,45.0,KREPS RANCH,45.891571, -121.456415,2015,10,Approved,2015-10-27 00:00:00,SE
819,,2383,2.0,3180,939.0,,311.0,2015-10-27 10:00:00,240.0,,Tonasket Tonasket,,40000000981,,80.0,2015-10-27 00:00:00,,240.0,SUMMIT HAND PILES/LANDINGS,48.5209, -119.2016,2015,10,Approved,2015-10-27 00:00:00,FED
820,,2382,1.0,3058,240.0,,5.0,2015-10-27 10:00:00,240.0,,Mt Adams Mt Adams,,40000000980,,5.0,2015-10-27 00:00:00,,240.0,CC FIRE SALVAGE,46.110324, -121.602165,2015,10,Approved,2015-10-27 00:00:00,FED
