OBJECTID,FIREEVENT_ID,INCIDENT_NO,INCIDENT_NM,INCIDENT_ID,COUNTY_LABEL_NM,FIRE_TWP_WHOLE_NO,FIRE_TWP_FRACT_NO,FIRE_RGE_WHOLE_NO,FIRE_RGE_FRACT_NO,FIRE_RGE_DIR_FLG,FIRE_SECT_NO,SITE_ELEV,FIREGCAUSE_LABEL_NM,FIRESCAUSE_LABEL_NM,BURNESCAPE_RSN_LABEL_NM,ACRES_BURNED,START_DT,START_TM,DSCVR_DT,DSCVR_TM,CONTROL_DT,CONTROL_TM,FIRE_OUT_DT,FIRE_OUT_TM,BURN_MERCH_AREA,BURN_REPROD_AREA,BURN_NONSTOCK_AREA,FIREEVNT_CLASS_CD,FIREEVNT_CLASS_LABEL_NM,SECTION_SUBDIV_PTS_ID,LAT_COORD,LON_COORD,RES_ORDER_NO,NON_DNR_RES_ORDER_NO,START_OWNER_AGENCY_NM,START_JURISDICTION_AGENCY_NM,SHAPE,PROTECTION_TYPE,REGION_NAME
18694,53081,1528,Hause Creek,52914,YAKIMA,14,0,14,0,E,28,<Null>,Undetermined,None,<Null>,0,7/24/17,1023,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4,Other Agency,1158312,46.672893,-121.086046,<Null>,WA-OWF-275,<Null>,<Null>,Point,DNR Assist Other Agency,SOUTHEAST
16371,53080,1527,Columbia,52913,DOUGLAS,20,0,22,0,E,15,<Null>,Undetermined,None,<Null>,0,7/24/17,1153,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4,Other Agency,166739,47.225049,-120.057588,<Null>,<Null>,<Null>,<Null>,Point,DNR Assist Other Agency,SOUTHEAST
9383,51206,936,FALSE DAN,51059,PEND OREILLE,33,0,43,0,E,27,<Null>,Undetermined,None,<Null>,0,7/24/17,1330,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,407635,48.32547,-117.351,<Null>,<Null>,<Null>,<Null>,Point,<Null>,NORTHEAST
641,51280,803,CHICKEN COOP ROAD,51133,CLALLAM,29,0,2,0,W,14,<Null>,Undetermined,None,<Null>,0,7/24/17,917,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,773391,48.005644,-122.897691,<Null>,<Null>,<Null>,<Null>,Point,<Null>,OLYMPIC
7750,51200,935,PEONY,51053,OKANOGAN,36,0,29,0,E,10,<Null>,Undetermined,None,<Null>,0,7/24/17,1213,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,1163404,48.63904,-119.19295,<Null>,<Null>,<Null>,<Null>,Point,<Null>,NORTHEAST
7685,51216,187,FLINT SPOT,51069,SPOKANE,25,0,42,0,E,6,2237,Debris Burn,None,Instructions,0.01,7/24/17,1930,7/25/17,1930,7/25/17,2020,8/1/17,1238,<Null>,<Null>,0.01,1,Classified,786447,47.86526,-117.54337,<Null>,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
17651,51225,186,RAIL CANYON,51078,STEVENS,28,0,41,0,E,19,1920,Miscellaneou,Power Line,<Null>,22.7,7/24/17,30,7/24/17,52,7/25/17,1845,8/8/17,1117,22.7,<Null>,<Null>,1,Classified,325033,47.90883,-117.67313,WA-NES-1524,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
16227,51207,50,CURTIS HILL,51060,LEWIS,13,0,3,0,W,30,270,Miscellaneou,Combustion,<Null>,0.5,7/24/17,1452,7/24/17,1500,7/24/17,1800,7/28/17,1336,<Null>,<Null>,<Null>,1,Classified,491727,46.5894,-123.10451,100,<Null>,Private,WA Fire Service,Point,DNR Protection FFPA,PACIFIC CASC
1748,51499,38,VOGLER LAKE,51352,SKAGIT,36,0,8,0,E,3,1050,Debris Burn,None,Extinguish,1.91,7/24/17,1253,7/24/17,1253,7/25/17,1200,8/4/17,1325,<Null>,1.91,<Null>,1,Classified,182957,48.63608,-121.75082,78,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHWEST
5317,51217,53,PHILLIPS LAKE,51070,MASON,20,0,2,0,W,5,230,Undetermined,None,<Null>,4.4,7/24/17,2230,7/24/17,2230,7/27/17,1545,8/8/17,1355,<Null>,4.4,<Null>,1,Classified,1133216,47.24517,-122.96351,WA-SPS-0085,<Null>,Private,DNR,Point,DNR Protection FFPA,SO PUGET
16985,51226,609,McFIRE,51079,COWLITZ,9,0,2,0,W,11,<Null>,Miscellaneou,Vehicle Fire,<Null>,0.25,7/25/17,1500,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,Unclassified,1123843,46.28077,-122.89358,102,<Null>,<Null>,<Null>,Point,Threat To DNR Protection FFPA Land,PACIFIC CASC
7853,51220,939,ORCHARD PRAIRIE,51073,SPOKANE,26,0,43,0,E,25,<Null>,Undetermined,None,<Null>,0,7/25/17,1309,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,471952,47.72027,-117.31182,<Null>,<Null>,<Null>,<Null>,Point,<Null>,NORTHEAST
2719,51224,937,NO THOUGHT,51077,FERRY,39,0,36,0,E,13,<Null>,Undetermined,None,<Null>,0,7/25/17,905,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,1069454,48.87761,-118.18117,<Null>,<Null>,<Null>,<Null>,Point,<Null>,NORTHEAST
14640,51233,941,NOISY BODIE,51086,STEVENS,39,0,40,0,E,20,<Null>,Undetermined,None,<Null>,0,7/25/17,1623,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,913847,48.86833,-117.78372,<Null>,<Null>,<Null>,<Null>,Point,<Null>,NORTHEAST
6593,51215,938,FALSE WINE,51068,LINCOLN,27,0,35,0,E,21,<Null>,Undetermined,None,<Null>,0,7/25/17,959,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,673434,47.82202,-118.40644,<Null>,<Null>,<Null>,<Null>,Point,<Null>,NORTHEAST
7625,52214,196,DEEP RAIL,52067,STEVENS,40,0,40,0,E,34,1320,Railroad,Other,<Null>,0.01,7/25/17,1030,7/27/17,1350,7/27/17,1530,7/28/17,1344,0.01,<Null>,<Null>,1,Classified,1117191,48.93469,-117.74829,<Null>,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
11638,51253,191,LAUREL ROAD,51106,SPOKANE,28,0,43,0,E,3,1900,Miscellaneou,Burnin Mater,<Null>,39,7/25/17,1548,7/25/17,1550,7/27/17,1000,8/16/17,1629,39,<Null>,<Null>,1,Classified,39730,47.95234,-117.35065,WA-NES-1538,PNK727,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
15024,51239,188,SPOTTED SLASH,51092,STEVENS,24,0,42,0,E,16,2300,Debris Burn,None,Holdover,0.1,7/25/17,500,7/25/17,1525,7/25/17,1300,7/28/17,1047,<Null>,<Null>,<Null>,1,Classified,847521,47.56686,-117.51611,WA-NES-1530,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
12893,51229,190,PITTS,51082,SPOKANE,26,0,43,0,E,9,1700,Miscellaneou,Burnin Mater,<Null>,1.9,7/25/17,1230,7/25/17,1243,7/25/17,2100,8/4/17,1035,<Null>,<Null>,<Null>,1,Classified,407769,47.77102,-117.38709,WA-NES-1534,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
18417,51227,54,TY,51080,THURSTON,16,0,3,0,W,28,165,Debris Burn,None,Patrol,0.5,7/25/17,1400,7/25/17,1400,7/27/17,1726,8/15/17,1618,<Null>,<Null>,<Null>,1,Classified,571379,46.84196,-123.06263,WA-SPS-0086,<Null>,Private,DNR,Point,DNR Protection FFPA,SO PUGET
18440,51274,51,CARR RD,51127,LEWIS,12,0,8,0,E,10,<Null>,Debris Burn,None,Extinguish,10,7/25/17,1428,7/25/17,1500,7/26/17,2359,9/11/17,1200,10,<Null>,<Null>,1,Classified,278263,46.544956,-121.789762,WA-PCS-0101,<Null>,Private,WA Fire Service,Point,DNR Protection FFPA,PACIFIC CASC
6473,51596,8,SOUTH BEACH 2,51449,GRAYS HARBOR,24,0,13,0,W,27,40,Debris Burn,None,Unattended,0.1,7/25/17,740,7/25/17,741,7/25/17,1445,7/27/17,1527,<Null>,<Null>,<Null>,1,Classified,201018,47.555697,-124.351829,WA-OLS-008,<Null>,Private,DNR,Point,DNR Protection FFPA,OLYMPIC
4906,51230,192,BEAUTY,51083,SPOKANE,27,0,43,0,E,15,1800,Miscellaneou,Burnin Mater,<Null>,0.38,7/25/17,1530,7/25/17,1539,7/25/17,1750,7/29/17,1042,<Null>,<Null>,<Null>,1,Classified,89300,47.83279,-117.35503,<Null>,<Null>,Other Government,DNR,Point,DNR Protection FFPA,NORTHEAST
744,51462,39,MINNOW CREEK,51315,SAN JUAN,36,0,2,0,W,3,30,Miscellaneou,Structure Fi,<Null>,1,7/25/17,258,7/25/17,230,7/25/17,1230,8/14/17,1000,<Null>,<Null>,<Null>,1,Classified,48142,48.638014,-122.933699,79,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHWEST
17197,51339,1528,NORTH MILL,51192,STEVENS,37,0,40,0,E,24,0,Under Invest,None,<Null>,0,7/26/17,1549,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4,Other Agency,365188,48.68992,-117.70673,<Null>,WA-COF-1548,US Forest Service,US Forest Service,Point,DNR Assist Other Agency,NORTHEAST
12615,53034,1529,Pine Creek,52867,KLICKITAT,4,0,22,0,E,32,0,Miscellaneou,Vehicle Fire,<Null>,0,7/26/17,930,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4,Other Agency,20194,45.787046,-120.086505,WA-SES-283,<Null>,Private,WA Fire Service,Point,DNR Assist Other Agency,SOUTHEAST
767,51235,942,TAYLOR ROAD,51088,FERRY,36,0,33,0,E,12,<Null>,Undetermined,None,<Null>,0,7/26/17,940,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,1038448,48.63135,-118.62138,<Null>,<Null>,<Null>,<Null>,Point,<Null>,NORTHEAST
13361,51236,943,EVANS ESSANCE,51089,STEVENS,39,0,38,0,E,16,<Null>,Undetermined,None,<Null>,0,7/26/17,1022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,52802,48.87685,-117.98411,<Null>,<Null>,<Null>,<Null>,Point,<Null>,NORTHEAST
7407,51256,194,PERRY SPOT,51109,SPOKANE,27,0,43,0,E,8,1933,Miscellaneou,Burnin Mater,<Null>,0.1,7/26/17,1420,7/26/17,1542,7/26/17,1555,7/29/17,1138,<Null>,<Null>,0.1,1,Classified,703452,47.85856,-117.39221,WA-NES-1547,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
15860,51254,193,PERRY ROAD,51107,SPOKANE,27,0,43,0,E,4,2100,Miscellaneou,Burnin Mater,<Null>,0.1,7/26/17,1400,7/26/17,1407,7/26/17,1635,7/29/17,1033,<Null>,<Null>,<Null>,1,Classified,912374,47.87309,-117.38728,WA-NES-1545,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
11309,51255,195,DOUBLE WOOLARD,51108,SPOKANE,27,0,43,0,E,15,1840,Miscellaneou,Burnin Mater,<Null>,0.04,7/26/17,1400,7/26/17,1412,7/26/17,1510,7/29/17,1143,<Null>,<Null>,<Null>,1,Classified,1007221,47.83656,-117.36552,<Null>,<Null>,Other Government,DNR,Point,DNR Protection FFPA,NORTHEAST
2109,51478,1507,MARINE DRIVE,51331,SNOHOMISH,30,0,4,0,E,6,460,Miscellaneou,Structure Fi,<Null>,1,7/26/17,1555,7/26/17,1555,7/27/17,1510,8/5/17,1759,<Null>,<Null>,<Null>,1,Classified,1112539,48.10984,-122.33786,WA-NWS-081,<Null>,Bureau of Indian Affairs,Bureau of Indian Affairs,Point,DNR Protection FFPA,NORTHWEST
13869,53082,1530,Paterson Slough,52915,BENTON,5,0,26,0,E,1,<Null>,Undetermined,None,<Null>,0,7/27/17,1337,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4,Other Agency,1010904,45.946697,-119.50846,<Null>,WA-MCR-285,<Null>,<Null>,Point,DNR Assist Other Agency,SOUTHEAST
9217,51275,814,BUCODA FALSE ALARM,51128,THURSTON,16,0,1,0,W,19,<Null>,Undetermined,None,<Null>,0,7/27/17,30,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,139956,46.857693,-122.855237,WA-SPS-0087,<Null>,<Null>,<Null>,Point,<Null>,SO PUGET
11532,51373,812,OCEAN BEACH HWY,51226,COWLITZ,8,0,3,0,W,24,<Null>,Undetermined,None,<Null>,0,7/27/17,1804,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,1080724,46.163362,-123.000398,105,<Null>,<Null>,<Null>,Point,<Null>,PACIFIC CASC
11126,51278,945,HANSON HARBOR,51131,FERRY,28,0,33,0,E,2,<Null>,Undetermined,None,<Null>,0,7/27/17,1121,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,444074,47.9538,-118.62367,<Null>,<Null>,<Null>,<Null>,Point,<Null>,NORTHEAST
6832,51273,944,FALSE CROSSCUT,51126,SPOKANE,28,0,42,0,E,28,<Null>,Undetermined,None,<Null>,0,7/27/17,623,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,573689,47.89413,-117.50621,<Null>,<Null>,<Null>,<Null>,Point,<Null>,NORTHEAST
15445,51665,53,LONE POLE,51518,LEWIS,12,0,8,0,E,15,1273,Debris Burn,None,Holdover,0.1,7/27/17,1805,7/27/17,1730,7/28/17,1940,7/28/17,1200,<Null>,<Null>,<Null>,1,Classified,496270,46.52474,-121.79789,WA-PCS-0104,<Null>,Forest Landowner - Non-Industrial,DNR,Point,DNR Protection FFPA,PACIFIC CASC
12569,51573,52,161ST AVE,51426,CLARK,5,0,2,0,E,13,150,Debris Burn,None,Extinguish,0.1,7/27/17,1417,7/27/17,1420,7/27/17,1600,7/28/17,830,<Null>,<Null>,<Null>,1,Classified,982337,45.91535,-122.50654,WA-PCS-0103,<Null>,Private,DNR,Point,DNR Protection FFPA,PACIFIC CASC
14439,51316,197,BOSSBERG,51169,STEVENS,37,0,38,0,E,5,1400,Railroad,Other,<Null>,0.1,7/27/17,1600,7/27/17,2156,7/28/17,215,8/2/17,1135,0.1,<Null>,<Null>,1,Classified,644437,48.73131,-118.04667,<Null>,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
18977,51461,41,CHUCKANUT CREST,51314,WHATCOM,38,0,3,0,E,6,800,Recreation,Camper,<Null>,0.1,7/27/17,900,7/27/17,830,7/27/17,1500,8/15/17,1400,<Null>,<Null>,<Null>,1,Classified,317465,48.81328,-122.48361,WA-NWS-082,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHWEST
3003,51940,67,Crawford Oaks,51813,KLICKITAT,2,0,14,0,E,17,600,Undetermined,None,<Null>,0.24,7/27/17,1720,7/28/17,1720,7/28/17,1859,8/1/17,1221,<Null>,<Null>,<Null>,1,Classified,1165840,45.658319,-121.082617,WA-SES-296,<Null>,WA Dept. Of Fish and Wildlife,DNR,Point,DNR Protection FFPA,SOUTHEAST
376,53035,1531,Holt,52868,KITTITAS,17,0,22,0,E,19,0,Undetermined,None,<Null>,0,7/28/17,945,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4,Other Agency,693860,46.948802,-120.124108,WA-KTTN-294,<Null>,Private,WA Fire Service,Point,DNR Assist Other Agency,SOUTHEAST
9090,51315,946,HIGHWAY 27 RAILROAD,51168,SPOKANE,24,0,44,0,E,26,<Null>,Undetermined,None,<Null>,0,7/28/17,1500,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,828086,47.5418,-117.20364,<Null>,<Null>,<Null>,<Null>,Point,<Null>,NORTHEAST
12365,51321,948,WEAVER,51174,STEVENS,27,0,42,0,E,17,<Null>,Undetermined,None,<Null>,0,7/28/17,1625,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,1059039,47.84341,-117.53764,<Null>,<Null>,<Null>,<Null>,Point,<Null>,NORTHEAST
14017,51320,947,FALSE GREENWOOD,51173,SPOKANE,25,0,42,0,E,22,<Null>,Undetermined,None,<Null>,0,7/28/17,1540,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,856031,47.64829,-117.48354,WA-NES-1563,<Null>,<Null>,<Null>,Point,<Null>,NORTHEAST
7033,51859,68,Fawn,51732,YAKIMA,17,0,14,0,E,36,2345,Undetermined,None,<Null>,0.08,7/28/17,1944,7/28/17,1944,7/28/17,2215,8/2/17,1351,<Null>,<Null>,<Null>,1,Classified,705996,46.91862,-121.037194,WA-SES-298,<Null>,Private,DNR,Point,DNR Protection FFPA,SOUTHEAST
13432,51317,55,KC3000,51170,THURSTON,18,0,4,0,W,22,900,Undetermined,None,<Null>,2.3,7/28/17,1600,7/28/17,1600,7/29/17,900,8/19/17,1635,<Null>,<Null>,2.3,1,Classified,127586,47.02647,-123.16697,WA-SPS-0088,<Null>,DNR,DNR,Point,DNR Protection FFPA,SO PUGET
11952,51938,66,Box Springs,51811,KLICKITAT,6,0,19,0,E,29,1500,Under Invest,None,<Null>,0.53,7/28/17,934,7/28/17,900,7/28/17,1615,8/2/17,1200,<Null>,<Null>,<Null>,1,Classified,114705,45.97622,-120.459439,WA-SES-293,<Null>,Private,DNR,Point,DNR Protection FFPA,SOUTHEAST
14126,51293,198,MIRABEAU PARK,51146,SPOKANE,25,0,44,0,E,10,2132,Smoker,Adult Smokin,<Null>,0.1,7/28/17,900,7/28/17,914,7/28/17,1300,8/2/17,1414,<Null>,<Null>,<Null>,1,Classified,557111,47.67344,-117.23161,WA-NES-1561,<Null>,Other Government,DNR,Point,DNR Protection FFPA,NORTHEAST
14638,51937,65,Observatory Hill,51810,KLICKITAT,4,0,16,0,E,16,1550,Recreation,Camper,<Null>,0.1,7/28/17,808,7/28/17,808,7/28/17,1916,7/30/17,1101,<Null>,<Null>,<Null>,1,Classified,109744,45.8318,-120.812212,WA-SES-292,<Null>,Other Government,WA Fire Service,Point,DNR Protection FFPA,SOUTHEAST
13755,53036,1532,Gail Road,52869,KITTITAS,18,0,18,0,E,26,0,Miscellaneou,Burnin Mater,<Null>,0,7/29/17,855,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4,Other Agency,1092536,47.021272,-120.550429,<Null>,<Null>,Private,WA Fire Service,Point,DNR Assist Other Agency,SOUTHEAST
7291,51338,203,MEDICAL SPOT,51191,SPOKANE,24,0,41,0,E,18,2400,Children,Children 10+,<Null>,0.01,7/29/17,2015,7/29/17,2029,7/29/17,2300,8/1/17,1152,<Null>,<Null>,<Null>,1,Classified,420613,47.57105,-117.67991,WA-NES-1570,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
14545,51333,204,RIVER RUN,51186,SPOKANE,25,0,43,0,E,2,1940,Arson,Other,<Null>,0.01,7/29/17,2230,7/29/17,2247,7/30/17,130,8/1/17,1233,<Null>,<Null>,<Null>,1,Classified,52127,47.68771,-117.32792,WA-NES-1572,<Null>,Other Government,DNR,Point,DNR Protection FFPA,NORTHEAST
11299,51322,201,BLUE SUMMIT,51175,STEVENS,32,0,39,0,E,5,2400,Miscellaneou,Burnin Mater,<Null>,0.01,7/29/17,1520,7/29/17,1516,7/29/17,1630,8/2/17,1042,0.01,<Null>,<Null>,1,Classified,1011547,48.30022,-117.78914,<Null>,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
18122,51439,42,SAXON,51292,WHATCOM,37,0,5,0,E,20,300,Recreation,Camper,<Null>,0.1,7/29/17,1218,7/29/17,1218,7/29/17,1300,7/30/17,1504,<Null>,<Null>,<Null>,1,Classified,9642,48.68747,-122.19002,87,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHWEST
2625,51337,200,FALLING DUNN,51190,SPOKANE,27,0,44,0,E,19,2370,Miscellaneou,Power Line,<Null>,0.01,7/29/17,1400,7/29/17,1408,7/29/17,1510,8/2/17,1336,<Null>,<Null>,<Null>,1,Classified,634485,47.82571,-117.28576,<Null>,<Null>,Private,WA Fire Service,Point,DNR Protection FFPA,NORTHEAST
4326,51319,199,AENEAS SIDE,51172,OKANOGAN,35,0,30,0,E,2,2948,Miscellaneou,Power Line,<Null>,0.1,7/29/17,100,7/29/17,122,7/29/17,1100,8/3/17,1020,0.1,<Null>,<Null>,1,Classified,701328,48.56487,-119.03625,<Null>,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
3013,51336,202,TIMOTHY ROAD,51189,SPOKANE,29,0,43,0,E,21,1920,Recreation,Camper,<Null>,0.25,7/29/17,1945,7/29/17,2004,7/30/17,100,8/4/17,1706,<Null>,<Null>,<Null>,1,Classified,593332,47.99047,-117.37395,WA-NES-1569,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
10610,51860,69,Brender Canyon,51733,CHELAN,23,0,18,0,E,11,1200,Debris Burn,None,Extinguish,0.25,7/29/17,1615,7/29/17,1615,7/29/17,1820,9/19/17,1100,0.25,<Null>,<Null>,1,Classified,957403,47.503114,-120.553185,WA-SES-302,<Null>,Private,DNR,Point,DNR Protection FFPA,SOUTHEAST
17641,51334,610,1600 QUARRY,51187,CLARK,2,0,4,0,E,11,<Null>,Recreation,Camper,<Null>,0.1,7/30/17,950,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0.1,<Null>,2,Unclassified,1160681,45.67422,-122.27816,WA-PCS-0107,<Null>,<Null>,<Null>,Point,Threat To DNR Protection FFPA Land,PACIFIC CASC
3463,53084,1534,Glade 3,52917,YAKIMA,7,0,22,0,E,3,<Null>,Undetermined,None,<Null>,0,7/30/17,1657,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4,Other Agency,574467,46.120386,-120.041756,<Null>,<Null>,<Null>,<Null>,Point,DNR Assist Other Agency,SOUTHEAST
19293,53083,1533,Little Goose,52916,SKAMANIA,7,0,9,0,E,27,<Null>,Undetermined,None,<Null>,0,7/30/17,1339,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4,Other Agency,958379,46.065255,-121.664605,<Null>,WA-GPF-305,<Null>,<Null>,Point,DNR Assist Other Agency,SOUTHEAST
14391,51343,1530,WARD,51196,FERRY,38,0,32,0,E,14,0,Under Invest,None,<Null>,0,7/30/17,244,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4,Other Agency,746579,48.78629,-118.74172,<Null>,WA-COF-1573,US Forest Service,US Forest Service,Point,DNR Assist Other Agency,NORTHEAST
12596,51797,1504,PILCHUCK #2,51650,SNOHOMISH,30,0,8,0,E,19,0,Recreation,Camper,<Null>,0,7/30/17,1705,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4,Other Agency,121446,48.0668,-121.83704,<Null>,<Null>,US Forest Service,US Forest Service,Point,DNR Assist Other Agency,NORTHWEST
2567,51354,950,EAGLE RIDGE,51207,SPOKANE,27,0,43,0,E,21,<Null>,Undetermined,None,<Null>,0,7/30/17,2014,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,1060770,47.81832,-117.37077,<Null>,<Null>,<Null>,<Null>,Point,<Null>,NORTHEAST
2101,51335,949,RIVERSIDE TOWER,51188,OKANOGAN,35,0,26,0,E,25,<Null>,Undetermined,None,<Null>,0,7/30/17,725,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,False Alarm,360686,48.50059,-119.49932,<Null>,<Null>,<Null>,<Null>,Point,<Null>,NORTHEAST
11771,51353,55,13TH AVENUE,51206,COWLITZ,7,0,2,0,W,2,<Null>,Miscellaneou,Other,<Null>,0.3,7/30/17,1908,7/30/17,1900,7/30/17,2120,8/3/17,1343,<Null>,<Null>,<Null>,1,Classified,1058197,46.12124,-122.8958,WA-PCS-109,<Null>,Private,WA Fire Service,Point,DNR Protection Non-FFPA under agreement,PACIFIC CASC
12917,51360,205,FISH HATCHERY,51213,FERRY,37,0,33,0,E,27,3125,Miscellaneou,Other,<Null>,35,7/30/17,1750,7/30/17,1750,8/2/17,1830,8/22/17,1118,35,<Null>,<Null>,1,Classified,567405,48.66668,-118.62405,WA-NES-1578,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
5745,51355,206,NINE BARK,51208,STEVENS,32,0,42,0,E,9,3870,Debris Burn,None,Holdover,0.35,7/30/17,1844,7/30/17,1911,7/31/17,1500,8/6/17,1442,0.35,<Null>,<Null>,1,Classified,889453,48.28313,-117.51392,WA-NES-1579,<Null>,Private,DNR,Point,DNR Protection FFPA,NORTHEAST
5933,51344,56,I-5 MEDIAN #2,51197,THURSTON,18,0,1,0,W,10,155,Miscellaneou,Burnin Mater,<Null>,1,7/30/17,1737,7/30/17,1737,7/30/17,2130,8/21/17,1710,<Null>,<Null>,<Null>,1,Classified,1079391,47.05941,-122.78332,WA-SPS-0089,<Null>,Other Government,DNR,Point,DNR Protection FFPA,SO PUGET
1306,51502,43,SUIATTLE,51355,SKAGIT,33,0,11,0,E,19,905,Miscellaneou,Firearms,<Null>,216,7/30/17,1604,7/30/17,1600,<Null>,<Null>,10/27/17,1200,<Null>,55,<Null>,1,Classified,467408,48.33766,-121.43105,88,<Null>,DNR,DNR,Point,DNR Protection FFPA,NORTHWEST
8515,51345,54,S. CLOVERDALE,51198,COWLITZ,6,0,1,0,W,33,78,Undetermined,None,<Null>,0.1,7/30/17,1743,7/30/17,1730,7/30/17,2030,8/9/17,1935,<Null>,<Null>,<Null>,1,Classified,908807,45.96558,-122.81184,108,<Null>,Private,DNR,Point,DNR Protection FFPA,PACIFIC CASC
9038,53038,1536,Dump Lake,52871,KLICKITAT,2,0,15,0,E,16,0,Undetermined,None,<Null>,0,7/31/17,1456,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4,Other Agency,542285,45.658081,-120.937345,<Null>,<Null>,US Forest Service,US Forest Service,Point,DNR Assist Other Agency,SOUTHEAST
8453,51374,1505,HOMELESS CAMP,51227,NO DATA,18,0,1,0,W,18,0,Debris Burn,None,Other,0,7/31/17,1840,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4,Other Agency,388436,47.04656,-122.85558,WA-SPS-0093,<Null>,Other Government,WA Fire Service,Point,DNR Assist Other Agency,SO PUGET
4505,53040,1538,Wishram,52873,KLICKITAT,2,0,15,0,E,17,0,Undetermined,None,<Null>,0,7/31/17,1930,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4,Other Agency,296839,45.658899,-120.958348,<Null>,<Null>,Private,WA Fire Service,Point,DNR Assist Other Agency,SOUTHEAST
